"scripts","detailing","lagged_scripts","mean_samples","doctorType"
10,2,8,0.891304347826087,"Other Specialist"
11,3,10,0.891304347826087,"Other Specialist"
4,5,11,0.891304347826087,"Other Specialist"
9,5,4,0.891304347826087,"Other Specialist"
11,6,9,0.891304347826087,"Other Specialist"
8,4,11,0.891304347826087,"Other Specialist"
7,5,8,0.891304347826087,"Other Specialist"
11,1,4,0.11304347826087,"General Physician"
4,0,11,0.11304347826087,"General Physician"
10,0,4,0.11304347826087,"General Physician"
6,0,10,0.11304347826087,"General Physician"
3,0,6,0.11304347826087,"General Physician"
5,0,3,0.11304347826087,"General Physician"
4,0,5,0.11304347826087,"General Physician"
4,0,4,0.11304347826087,"General Physician"
2,0,4,0.11304347826087,"General Physician"
1,0,2,0.11304347826087,"General Physician"
2,2,1,0.11304347826087,"General Physician"
2,2,2,0.11304347826087,"General Physician"
0,2,2,0.11304347826087,"General Physician"
1,2,0,0.11304347826087,"General Physician"
0,0,1,0.11304347826087,"General Physician"
2,0,0,0.11304347826087,"General Physician"
3,2,2,0.11304347826087,"General Physician"
0,1,3,0.11304347826087,"General Physician"
1,2,0,0.11304347826087,"General Physician"
9,6,1,0.11304347826087,"General Physician"
3,2,9,0.11304347826087,"General Physician"
6,4,3,0.11304347826087,"General Physician"
9,3,6,0.11304347826087,"General Physician"
8,3,10,0.356521739130435,"General Physician"
10,3,8,0.356521739130435,"General Physician"
10,1,10,0.356521739130435,"General Physician"
14,0,10,0.356521739130435,"General Physician"
7,1,14,0.356521739130435,"General Physician"
3,1,7,0.356521739130435,"General Physician"
8,1,3,0.356521739130435,"General Physician"
4,2,8,0.356521739130435,"General Physician"
5,1,4,0.356521739130435,"General Physician"
1,1,5,0.356521739130435,"General Physician"
7,3,1,0.356521739130435,"General Physician"
5,1,7,0.356521739130435,"General Physician"
5,1,5,0.356521739130435,"General Physician"
4,5,5,0.356521739130435,"General Physician"
5,3,4,0.356521739130435,"General Physician"
1,3,5,0.356521739130435,"General Physician"
0,4,1,0.356521739130435,"General Physician"
0,3,0,0.356521739130435,"General Physician"
1,5,0,0.356521739130435,"General Physician"
8,6,1,0.356521739130435,"General Physician"
4,3,8,0.356521739130435,"General Physician"
4,2,4,0.356521739130435,"General Physician"
1,7,4,0.356521739130435,"General Physician"
3,0,6,0.278260869565217,"General Physician"
12,0,3,0.278260869565217,"General Physician"
2,2,12,0.278260869565217,"General Physician"
0,2,2,0.278260869565217,"General Physician"
0,1,0,0.278260869565217,"General Physician"
0,1,0,0.278260869565217,"General Physician"
0,1,0,0.278260869565217,"General Physician"
0,1,0,0.278260869565217,"General Physician"
7,0,0,0.278260869565217,"General Physician"
8,2,7,0.278260869565217,"General Physician"
0,1,8,0.278260869565217,"General Physician"
2,4,0,0.278260869565217,"General Physician"
4,3,2,0.278260869565217,"General Physician"
0,2,4,0.278260869565217,"General Physician"
0,3,0,0.278260869565217,"General Physician"
0,3,0,0.278260869565217,"General Physician"
0,4,0,0.278260869565217,"General Physician"
0,3,0,0.278260869565217,"General Physician"
0,2,0,0.278260869565217,"General Physician"
0,2,0,0.278260869565217,"General Physician"
0,3,0,0.278260869565217,"General Physician"
0,0,0,0.278260869565217,"General Physician"
0,4,0,0.278260869565217,"General Physician"
0,0,0,0.165217391304348,"General Physician"
1,2,0,0.165217391304348,"General Physician"
0,2,1,0.165217391304348,"General Physician"
1,4,0,0.165217391304348,"General Physician"
0,0,1,0.165217391304348,"General Physician"
0,1,0,0.165217391304348,"General Physician"
0,2,0,0.165217391304348,"General Physician"
0,1,0,0.165217391304348,"General Physician"
1,1,0,0.165217391304348,"General Physician"
1,2,1,0.165217391304348,"General Physician"
1,1,1,0.165217391304348,"General Physician"
1,2,1,0.165217391304348,"General Physician"
2,1,1,0.165217391304348,"General Physician"
2,2,2,0.165217391304348,"General Physician"
2,2,2,0.165217391304348,"General Physician"
2,1,2,0.165217391304348,"General Physician"
0,0,2,0.165217391304348,"General Physician"
2,1,0,0.165217391304348,"General Physician"
1,2,2,0.165217391304348,"General Physician"
1,2,1,0.165217391304348,"General Physician"
1,0,1,0.165217391304348,"General Physician"
1,0,1,0.165217391304348,"General Physician"
1,0,1,0.165217391304348,"General Physician"
6,1,1,0.38695652173913,"General Physician"
10,2,6,0.38695652173913,"General Physician"
0,3,10,0.38695652173913,"General Physician"
3,1,0,0.38695652173913,"General Physician"
2,2,3,0.38695652173913,"General Physician"
8,3,2,0.38695652173913,"General Physician"
3,3,8,0.38695652173913,"General Physician"
3,1,3,0.38695652173913,"General Physician"
8,2,3,0.38695652173913,"General Physician"
1,2,8,0.38695652173913,"General Physician"
0,1,1,0.38695652173913,"General Physician"
1,1,0,0.38695652173913,"General Physician"
3,1,1,0.38695652173913,"General Physician"
5,1,3,0.38695652173913,"General Physician"
1,0,5,0.38695652173913,"General Physician"
4,0,1,0.38695652173913,"General Physician"
0,0,4,0.38695652173913,"General Physician"
8,0,0,0.38695652173913,"General Physician"
1,1,8,0.38695652173913,"General Physician"
1,2,1,0.38695652173913,"General Physician"
6,3,1,0.38695652173913,"General Physician"
0,3,6,0.38695652173913,"General Physician"
1,2,0,0.38695652173913,"General Physician"
17,2,8,0.591304347826087,"Area Specialist"
17,1,17,0.591304347826087,"Area Specialist"
9,2,17,0.591304347826087,"Area Specialist"
10,0,9,0.591304347826087,"Area Specialist"
14,2,10,0.591304347826087,"Area Specialist"
11,2,14,0.591304347826087,"Area Specialist"
15,3,11,0.591304347826087,"Area Specialist"
15,2,15,0.591304347826087,"Area Specialist"
12,1,15,0.591304347826087,"Area Specialist"
8,3,12,0.591304347826087,"Area Specialist"
13,1,8,0.591304347826087,"Area Specialist"
6,1,13,0.591304347826087,"Area Specialist"
14,2,6,0.591304347826087,"Area Specialist"
15,3,14,0.591304347826087,"Area Specialist"
5,1,15,0.591304347826087,"Area Specialist"
11,2,5,0.591304347826087,"Area Specialist"
21,2,11,0.591304347826087,"Area Specialist"
13,1,21,0.591304347826087,"Area Specialist"
11,1,13,0.591304347826087,"Area Specialist"
1,3,11,0.591304347826087,"Area Specialist"
12,1,1,0.591304347826087,"Area Specialist"
6,3,12,0.591304347826087,"Area Specialist"
7,3,6,0.591304347826087,"Area Specialist"
2,1,0,0.31304347826087,"Other Specialist"
0,1,2,0.31304347826087,"Other Specialist"
1,1,0,0.31304347826087,"Other Specialist"
0,1,1,0.31304347826087,"Other Specialist"
3,2,0,0.31304347826087,"Other Specialist"
0,2,3,0.31304347826087,"Other Specialist"
0,0,0,0.31304347826087,"Other Specialist"
0,3,0,0.31304347826087,"Other Specialist"
4,1,0,0.31304347826087,"Other Specialist"
2,2,4,0.31304347826087,"Other Specialist"
0,1,2,0.31304347826087,"Other Specialist"
3,0,0,0.31304347826087,"Other Specialist"
5,2,3,0.31304347826087,"Other Specialist"
3,5,5,0.31304347826087,"Other Specialist"
0,1,3,0.31304347826087,"Other Specialist"
2,3,0,0.31304347826087,"Other Specialist"
0,2,2,0.31304347826087,"Other Specialist"
0,1,0,0.31304347826087,"Other Specialist"
0,3,0,0.31304347826087,"Other Specialist"
0,1,0,0.31304347826087,"Other Specialist"
2,2,0,0.31304347826087,"Other Specialist"
1,3,2,0.31304347826087,"Other Specialist"
2,4,1,0.31304347826087,"Other Specialist"
1,0,1,0.130434782608696,"General Physician"
0,1,1,0.130434782608696,"General Physician"
0,0,0,0.130434782608696,"General Physician"
0,1,0,0.130434782608696,"General Physician"
0,0,0,0.130434782608696,"General Physician"
0,0,0,0.130434782608696,"General Physician"
0,0,0,0.130434782608696,"General Physician"
0,1,0,0.130434782608696,"General Physician"
0,0,0,0.130434782608696,"General Physician"
0,0,0,0.130434782608696,"General Physician"
1,0,0,0.130434782608696,"General Physician"
0,0,1,0.130434782608696,"General Physician"
1,1,0,0.130434782608696,"General Physician"
0,0,1,0.130434782608696,"General Physician"
0,2,0,0.130434782608696,"General Physician"
0,2,0,0.130434782608696,"General Physician"
0,1,0,0.130434782608696,"General Physician"
0,1,0,0.130434782608696,"General Physician"
0,2,0,0.130434782608696,"General Physician"
0,1,0,0.130434782608696,"General Physician"
0,1,0,0.130434782608696,"General Physician"
0,1,0,0.130434782608696,"General Physician"
0,2,0,0.130434782608696,"General Physician"
4,0,3,1.39130434782609,"Other Specialist"
1,1,4,1.39130434782609,"Other Specialist"
3,2,1,1.39130434782609,"Other Specialist"
4,1,3,1.39130434782609,"Other Specialist"
2,1,4,1.39130434782609,"Other Specialist"
3,2,2,1.39130434782609,"Other Specialist"
5,2,3,1.39130434782609,"Other Specialist"
3,2,5,1.39130434782609,"Other Specialist"
2,2,3,1.39130434782609,"Other Specialist"
2,1,2,1.39130434782609,"Other Specialist"
1,1,2,1.39130434782609,"Other Specialist"
4,2,1,1.39130434782609,"Other Specialist"
0,1,4,1.39130434782609,"Other Specialist"
7,1,0,1.39130434782609,"Other Specialist"
1,4,7,1.39130434782609,"Other Specialist"
1,0,1,1.39130434782609,"Other Specialist"
0,1,1,1.39130434782609,"Other Specialist"
2,3,0,1.39130434782609,"Other Specialist"
1,1,2,1.39130434782609,"Other Specialist"
2,0,1,1.39130434782609,"Other Specialist"
4,1,2,1.39130434782609,"Other Specialist"
0,2,4,1.39130434782609,"Other Specialist"
0,1,0,1.39130434782609,"Other Specialist"
2,3,3,0.117391304347826,"General Physician"
3,0,2,0.117391304347826,"General Physician"
2,1,3,0.117391304347826,"General Physician"
1,0,2,0.117391304347826,"General Physician"
6,1,1,0.117391304347826,"General Physician"
5,0,6,0.117391304347826,"General Physician"
2,0,5,0.117391304347826,"General Physician"
5,0,2,0.117391304347826,"General Physician"
4,0,5,0.117391304347826,"General Physician"
0,1,4,0.117391304347826,"General Physician"
5,0,0,0.117391304347826,"General Physician"
1,0,5,0.117391304347826,"General Physician"
2,0,1,0.117391304347826,"General Physician"
2,0,2,0.117391304347826,"General Physician"
8,0,2,0.117391304347826,"General Physician"
5,1,8,0.117391304347826,"General Physician"
3,0,5,0.117391304347826,"General Physician"
5,0,3,0.117391304347826,"General Physician"
3,2,5,0.117391304347826,"General Physician"
2,3,3,0.117391304347826,"General Physician"
3,1,2,0.117391304347826,"General Physician"
4,2,3,0.117391304347826,"General Physician"
1,3,4,0.117391304347826,"General Physician"
2,1,6,0.608695652173913,"General Physician"
0,2,2,0.608695652173913,"General Physician"
3,1,0,0.608695652173913,"General Physician"
3,3,3,0.608695652173913,"General Physician"
3,3,3,0.608695652173913,"General Physician"
4,2,3,0.608695652173913,"General Physician"
3,2,4,0.608695652173913,"General Physician"
3,2,3,0.608695652173913,"General Physician"
0,3,3,0.608695652173913,"General Physician"
0,2,0,0.608695652173913,"General Physician"
2,3,0,0.608695652173913,"General Physician"
2,1,2,0.608695652173913,"General Physician"
2,1,2,0.608695652173913,"General Physician"
0,1,2,0.608695652173913,"General Physician"
0,2,0,0.608695652173913,"General Physician"
0,2,0,0.608695652173913,"General Physician"
2,0,0,0.608695652173913,"General Physician"
7,1,2,0.608695652173913,"General Physician"
1,2,7,0.608695652173913,"General Physician"
4,1,1,0.608695652173913,"General Physician"
3,1,4,0.608695652173913,"General Physician"
6,2,3,0.608695652173913,"General Physician"
5,1,6,0.608695652173913,"General Physician"
11,2,13,0.921739130434783,"General Physician"
6,2,11,0.921739130434783,"General Physician"
6,3,6,0.921739130434783,"General Physician"
3,2,6,0.921739130434783,"General Physician"
4,2,3,0.921739130434783,"General Physician"
4,2,4,0.921739130434783,"General Physician"
9,3,4,0.921739130434783,"General Physician"
18,1,9,0.921739130434783,"General Physician"
8,1,18,0.921739130434783,"General Physician"
9,3,8,0.921739130434783,"General Physician"
13,5,9,0.921739130434783,"General Physician"
4,6,13,0.921739130434783,"General Physician"
4,1,4,0.921739130434783,"General Physician"
7,4,4,0.921739130434783,"General Physician"
7,2,7,0.921739130434783,"General Physician"
4,3,7,0.921739130434783,"General Physician"
8,2,4,0.921739130434783,"General Physician"
4,5,8,0.921739130434783,"General Physician"
5,6,4,0.921739130434783,"General Physician"
8,3,5,0.921739130434783,"General Physician"
6,6,8,0.921739130434783,"General Physician"
8,6,6,0.921739130434783,"General Physician"
4,3,8,0.921739130434783,"General Physician"
1,3,1,0.565217391304348,"General Physician"
2,2,1,0.565217391304348,"General Physician"
1,4,2,0.565217391304348,"General Physician"
8,3,1,0.565217391304348,"General Physician"
6,3,8,0.565217391304348,"General Physician"
7,2,6,0.565217391304348,"General Physician"
13,4,7,0.565217391304348,"General Physician"
7,3,13,0.565217391304348,"General Physician"
10,1,7,0.565217391304348,"General Physician"
4,2,10,0.565217391304348,"General Physician"
4,6,4,0.565217391304348,"General Physician"
3,4,4,0.565217391304348,"General Physician"
8,2,3,0.565217391304348,"General Physician"
7,1,8,0.565217391304348,"General Physician"
4,4,7,0.565217391304348,"General Physician"
2,6,4,0.565217391304348,"General Physician"
6,2,2,0.565217391304348,"General Physician"
7,1,6,0.565217391304348,"General Physician"
6,4,7,0.565217391304348,"General Physician"
14,3,6,0.565217391304348,"General Physician"
9,6,14,0.565217391304348,"General Physician"
10,6,9,0.565217391304348,"General Physician"
5,5,10,0.565217391304348,"General Physician"
20,4,14,0.573913043478261,"Area Specialist"
14,2,20,0.573913043478261,"Area Specialist"
17,1,14,0.573913043478261,"Area Specialist"
16,1,17,0.573913043478261,"Area Specialist"
10,4,16,0.573913043478261,"Area Specialist"
20,2,10,0.573913043478261,"Area Specialist"
13,1,20,0.573913043478261,"Area Specialist"
13,3,13,0.573913043478261,"Area Specialist"
14,3,13,0.573913043478261,"Area Specialist"
7,1,14,0.573913043478261,"Area Specialist"
14,2,7,0.573913043478261,"Area Specialist"
16,3,14,0.573913043478261,"Area Specialist"
11,2,16,0.573913043478261,"Area Specialist"
15,1,11,0.573913043478261,"Area Specialist"
13,2,15,0.573913043478261,"Area Specialist"
19,1,13,0.573913043478261,"Area Specialist"
11,3,19,0.573913043478261,"Area Specialist"
14,1,11,0.573913043478261,"Area Specialist"
15,1,14,0.573913043478261,"Area Specialist"
18,1,15,0.573913043478261,"Area Specialist"
11,0,18,0.573913043478261,"Area Specialist"
16,3,11,0.573913043478261,"Area Specialist"
12,2,16,0.573913043478261,"Area Specialist"
4,2,2,0.0826086956521739,"General Physician"
6,2,4,0.0826086956521739,"General Physician"
5,3,6,0.0826086956521739,"General Physician"
5,3,5,0.0826086956521739,"General Physician"
7,2,5,0.0826086956521739,"General Physician"
1,3,7,0.0826086956521739,"General Physician"
9,3,1,0.0826086956521739,"General Physician"
7,2,9,0.0826086956521739,"General Physician"
4,2,7,0.0826086956521739,"General Physician"
5,2,4,0.0826086956521739,"General Physician"
6,1,5,0.0826086956521739,"General Physician"
8,2,6,0.0826086956521739,"General Physician"
2,1,8,0.0826086956521739,"General Physician"
1,1,2,0.0826086956521739,"General Physician"
5,3,1,0.0826086956521739,"General Physician"
6,2,5,0.0826086956521739,"General Physician"
3,1,6,0.0826086956521739,"General Physician"
1,3,3,0.0826086956521739,"General Physician"
2,1,1,0.0826086956521739,"General Physician"
2,1,2,0.0826086956521739,"General Physician"
3,3,2,0.0826086956521739,"General Physician"
2,4,3,0.0826086956521739,"General Physician"
1,2,2,0.0826086956521739,"General Physician"
0,0,1,0.208695652173913,"General Physician"
4,0,0,0.208695652173913,"General Physician"
0,0,4,0.208695652173913,"General Physician"
0,0,0,0.208695652173913,"General Physician"
1,1,0,0.208695652173913,"General Physician"
0,0,1,0.208695652173913,"General Physician"
1,0,0,0.208695652173913,"General Physician"
1,0,1,0.208695652173913,"General Physician"
0,0,1,0.208695652173913,"General Physician"
0,0,0,0.208695652173913,"General Physician"
0,0,0,0.208695652173913,"General Physician"
4,1,0,0.208695652173913,"General Physician"
0,0,4,0.208695652173913,"General Physician"
1,2,0,0.208695652173913,"General Physician"
1,1,1,0.208695652173913,"General Physician"
2,3,1,0.208695652173913,"General Physician"
0,3,2,0.208695652173913,"General Physician"
1,2,0,0.208695652173913,"General Physician"
0,2,1,0.208695652173913,"General Physician"
1,2,0,0.208695652173913,"General Physician"
1,2,1,0.208695652173913,"General Physician"
1,2,1,0.208695652173913,"General Physician"
0,2,1,0.208695652173913,"General Physician"
1,1,1,0.617391304347826,"General Physician"
7,2,1,0.617391304347826,"General Physician"
1,3,7,0.617391304347826,"General Physician"
8,0,1,0.617391304347826,"General Physician"
1,2,8,0.617391304347826,"General Physician"
7,2,1,0.617391304347826,"General Physician"
2,3,7,0.617391304347826,"General Physician"
3,3,2,0.617391304347826,"General Physician"
2,1,3,0.617391304347826,"General Physician"
3,2,2,0.617391304347826,"General Physician"
2,1,3,0.617391304347826,"General Physician"
1,2,2,0.617391304347826,"General Physician"
4,2,1,0.617391304347826,"General Physician"
5,3,4,0.617391304347826,"General Physician"
1,2,5,0.617391304347826,"General Physician"
4,3,1,0.617391304347826,"General Physician"
2,1,4,0.617391304347826,"General Physician"
4,2,2,0.617391304347826,"General Physician"
5,2,4,0.617391304347826,"General Physician"
4,1,5,0.617391304347826,"General Physician"
4,3,4,0.617391304347826,"General Physician"
4,3,4,0.617391304347826,"General Physician"
2,4,4,0.617391304347826,"General Physician"
1,0,0,0.0956521739130435,"Other Specialist"
2,0,1,0.0956521739130435,"Other Specialist"
3,0,2,0.0956521739130435,"Other Specialist"
1,0,3,0.0956521739130435,"Other Specialist"
2,0,1,0.0956521739130435,"Other Specialist"
0,1,2,0.0956521739130435,"Other Specialist"
0,0,0,0.0956521739130435,"Other Specialist"
0,0,0,0.0956521739130435,"Other Specialist"
0,0,0,0.0956521739130435,"Other Specialist"
0,0,0,0.0956521739130435,"Other Specialist"
0,0,0,0.0956521739130435,"Other Specialist"
0,3,0,0.0956521739130435,"Other Specialist"
0,2,0,0.0956521739130435,"Other Specialist"
0,0,0,0.0956521739130435,"Other Specialist"
4,0,0,0.0956521739130435,"Other Specialist"
0,1,4,0.0956521739130435,"Other Specialist"
1,1,0,0.0956521739130435,"Other Specialist"
1,3,1,0.0956521739130435,"Other Specialist"
0,4,1,0.0956521739130435,"Other Specialist"
0,3,0,0.0956521739130435,"Other Specialist"
0,1,0,0.0956521739130435,"Other Specialist"
1,1,0,0.0956521739130435,"Other Specialist"
1,1,1,0.0956521739130435,"Other Specialist"
4,2,6,0.0434782608695652,"General Physician"
2,1,4,0.0434782608695652,"General Physician"
1,1,2,0.0434782608695652,"General Physician"
2,0,1,0.0434782608695652,"General Physician"
3,1,2,0.0434782608695652,"General Physician"
3,0,3,0.0434782608695652,"General Physician"
1,1,3,0.0434782608695652,"General Physician"
1,1,1,0.0434782608695652,"General Physician"
1,2,1,0.0434782608695652,"General Physician"
4,1,1,0.0434782608695652,"General Physician"
2,4,4,0.0434782608695652,"General Physician"
3,0,2,0.0434782608695652,"General Physician"
6,2,3,0.0434782608695652,"General Physician"
6,1,6,0.0434782608695652,"General Physician"
4,2,6,0.0434782608695652,"General Physician"
5,1,4,0.0434782608695652,"General Physician"
4,1,5,0.0434782608695652,"General Physician"
6,1,4,0.0434782608695652,"General Physician"
3,1,6,0.0434782608695652,"General Physician"
9,3,3,0.0434782608695652,"General Physician"
6,2,9,0.0434782608695652,"General Physician"
1,3,6,0.0434782608695652,"General Physician"
3,1,1,0.0434782608695652,"General Physician"
12,0,6,0.995652173913043,"Area Specialist"
5,4,12,0.995652173913043,"Area Specialist"
9,2,5,0.995652173913043,"Area Specialist"
9,1,9,0.995652173913043,"Area Specialist"
12,3,9,0.995652173913043,"Area Specialist"
11,2,12,0.995652173913043,"Area Specialist"
21,1,11,0.995652173913043,"Area Specialist"
18,4,21,0.995652173913043,"Area Specialist"
1,1,18,0.995652173913043,"Area Specialist"
9,3,1,0.995652173913043,"Area Specialist"
4,2,9,0.995652173913043,"Area Specialist"
10,3,4,0.995652173913043,"Area Specialist"
1,1,10,0.995652173913043,"Area Specialist"
3,3,1,0.995652173913043,"Area Specialist"
3,1,3,0.995652173913043,"Area Specialist"
5,6,3,0.995652173913043,"Area Specialist"
1,1,5,0.995652173913043,"Area Specialist"
3,2,1,0.995652173913043,"Area Specialist"
4,3,3,0.995652173913043,"Area Specialist"
4,2,4,0.995652173913043,"Area Specialist"
9,3,4,0.995652173913043,"Area Specialist"
7,2,9,0.995652173913043,"Area Specialist"
6,6,7,0.995652173913043,"Area Specialist"
11,8,10,1.32608695652174,"Area Specialist"
12,4,11,1.32608695652174,"Area Specialist"
18,6,12,1.32608695652174,"Area Specialist"
20,4,18,1.32608695652174,"Area Specialist"
23,3,20,1.32608695652174,"Area Specialist"
17,5,23,1.32608695652174,"Area Specialist"
21,5,17,1.32608695652174,"Area Specialist"
14,7,21,1.32608695652174,"Area Specialist"
7,12,14,1.32608695652174,"Area Specialist"
7,7,7,1.32608695652174,"Area Specialist"
14,10,7,1.32608695652174,"Area Specialist"
7,5,14,1.32608695652174,"Area Specialist"
14,5,7,1.32608695652174,"Area Specialist"
4,5,14,1.32608695652174,"Area Specialist"
11,3,4,1.32608695652174,"Area Specialist"
15,4,11,1.32608695652174,"Area Specialist"
11,3,15,1.32608695652174,"Area Specialist"
7,3,11,1.32608695652174,"Area Specialist"
15,6,7,1.32608695652174,"Area Specialist"
9,5,15,1.32608695652174,"Area Specialist"
19,4,9,1.32608695652174,"Area Specialist"
10,8,19,1.32608695652174,"Area Specialist"
18,10,10,1.32608695652174,"Area Specialist"
6,1,3,0.330434782608696,"Other Specialist"
1,2,6,0.330434782608696,"Other Specialist"
4,3,1,0.330434782608696,"Other Specialist"
3,1,4,0.330434782608696,"Other Specialist"
2,1,3,0.330434782608696,"Other Specialist"
3,3,2,0.330434782608696,"Other Specialist"
0,3,3,0.330434782608696,"Other Specialist"
6,5,0,0.330434782608696,"Other Specialist"
1,1,6,0.330434782608696,"Other Specialist"
2,5,1,0.330434782608696,"Other Specialist"
3,3,2,0.330434782608696,"Other Specialist"
1,5,3,0.330434782608696,"Other Specialist"
2,3,1,0.330434782608696,"Other Specialist"
2,2,2,0.330434782608696,"Other Specialist"
2,5,2,0.330434782608696,"Other Specialist"
1,3,2,0.330434782608696,"Other Specialist"
2,3,1,0.330434782608696,"Other Specialist"
3,3,2,0.330434782608696,"Other Specialist"
2,3,3,0.330434782608696,"Other Specialist"
8,3,2,0.330434782608696,"Other Specialist"
0,2,8,0.330434782608696,"Other Specialist"
2,1,0,0.330434782608696,"Other Specialist"
3,2,2,0.330434782608696,"Other Specialist"
0,0,2,0.104347826086957,"Other Specialist"
0,1,0,0.104347826086957,"Other Specialist"
4,1,0,0.104347826086957,"Other Specialist"
0,0,4,0.104347826086957,"Other Specialist"
6,1,0,0.104347826086957,"Other Specialist"
4,1,6,0.104347826086957,"Other Specialist"
6,2,4,0.104347826086957,"Other Specialist"
1,4,6,0.104347826086957,"Other Specialist"
6,4,1,0.104347826086957,"Other Specialist"
6,2,6,0.104347826086957,"Other Specialist"
4,1,6,0.104347826086957,"Other Specialist"
1,1,4,0.104347826086957,"Other Specialist"
3,2,1,0.104347826086957,"Other Specialist"
4,3,3,0.104347826086957,"Other Specialist"
2,3,4,0.104347826086957,"Other Specialist"
3,3,2,0.104347826086957,"Other Specialist"
2,3,3,0.104347826086957,"Other Specialist"
2,1,2,0.104347826086957,"Other Specialist"
5,3,2,0.104347826086957,"Other Specialist"
6,3,5,0.104347826086957,"Other Specialist"
3,4,6,0.104347826086957,"Other Specialist"
2,3,3,0.104347826086957,"Other Specialist"
0,2,2,0.104347826086957,"Other Specialist"
7,3,2,0.326086956521739,"General Physician"
1,0,7,0.326086956521739,"General Physician"
1,1,1,0.326086956521739,"General Physician"
1,3,1,0.326086956521739,"General Physician"
2,2,1,0.326086956521739,"General Physician"
2,0,2,0.326086956521739,"General Physician"
0,3,2,0.326086956521739,"General Physician"
0,3,0,0.326086956521739,"General Physician"
0,4,0,0.326086956521739,"General Physician"
0,5,0,0.326086956521739,"General Physician"
0,3,0,0.326086956521739,"General Physician"
1,4,0,0.326086956521739,"General Physician"
1,2,1,0.326086956521739,"General Physician"
2,2,1,0.326086956521739,"General Physician"
0,4,2,0.326086956521739,"General Physician"
1,2,0,0.326086956521739,"General Physician"
1,2,1,0.326086956521739,"General Physician"
1,3,1,0.326086956521739,"General Physician"
3,1,1,0.326086956521739,"General Physician"
1,3,3,0.326086956521739,"General Physician"
2,7,1,0.326086956521739,"General Physician"
1,4,2,0.326086956521739,"General Physician"
3,5,1,0.326086956521739,"General Physician"
9,2,17,0.239130434782609,"Area Specialist"
27,5,9,0.239130434782609,"Area Specialist"
3,1,27,0.239130434782609,"Area Specialist"
10,1,3,0.239130434782609,"Area Specialist"
12,3,10,0.239130434782609,"Area Specialist"
10,2,12,0.239130434782609,"Area Specialist"
8,3,10,0.239130434782609,"Area Specialist"
7,3,8,0.239130434782609,"Area Specialist"
4,2,7,0.239130434782609,"Area Specialist"
8,3,4,0.239130434782609,"Area Specialist"
14,4,8,0.239130434782609,"Area Specialist"
2,4,14,0.239130434782609,"Area Specialist"
5,4,2,0.239130434782609,"Area Specialist"
6,4,5,0.239130434782609,"Area Specialist"
1,1,6,0.239130434782609,"Area Specialist"
0,4,1,0.239130434782609,"Area Specialist"
4,2,0,0.239130434782609,"Area Specialist"
3,2,4,0.239130434782609,"Area Specialist"
9,2,3,0.239130434782609,"Area Specialist"
6,3,9,0.239130434782609,"Area Specialist"
5,2,6,0.239130434782609,"Area Specialist"
7,4,5,0.239130434782609,"Area Specialist"
10,3,7,0.239130434782609,"Area Specialist"
0,0,0,0.0434782608695652,"Other Specialist"
0,1,0,0.0434782608695652,"Other Specialist"
0,1,0,0.0434782608695652,"Other Specialist"
0,1,0,0.0434782608695652,"Other Specialist"
0,0,0,0.0434782608695652,"Other Specialist"
2,2,0,0.0434782608695652,"Other Specialist"
0,1,2,0.0434782608695652,"Other Specialist"
0,2,0,0.0434782608695652,"Other Specialist"
0,1,0,0.0434782608695652,"Other Specialist"
0,1,0,0.0434782608695652,"Other Specialist"
0,0,0,0.0434782608695652,"Other Specialist"
0,2,0,0.0434782608695652,"Other Specialist"
0,1,0,0.0434782608695652,"Other Specialist"
0,3,0,0.0434782608695652,"Other Specialist"
0,1,0,0.0434782608695652,"Other Specialist"
0,1,0,0.0434782608695652,"Other Specialist"
1,1,0,0.0434782608695652,"Other Specialist"
0,1,1,0.0434782608695652,"Other Specialist"
1,1,0,0.0434782608695652,"Other Specialist"
2,0,1,0.0434782608695652,"Other Specialist"
0,0,2,0.0434782608695652,"Other Specialist"
0,0,0,0.0434782608695652,"Other Specialist"
0,0,0,0.0434782608695652,"Other Specialist"
0,2,0,0.252173913043478,"General Physician"
0,0,0,0.252173913043478,"General Physician"
3,0,0,0.252173913043478,"General Physician"
3,0,3,0.252173913043478,"General Physician"
4,1,3,0.252173913043478,"General Physician"
1,0,4,0.252173913043478,"General Physician"
2,1,1,0.252173913043478,"General Physician"
0,1,2,0.252173913043478,"General Physician"
2,1,0,0.252173913043478,"General Physician"
2,0,2,0.252173913043478,"General Physician"
1,1,2,0.252173913043478,"General Physician"
0,5,1,0.252173913043478,"General Physician"
1,1,0,0.252173913043478,"General Physician"
0,2,1,0.252173913043478,"General Physician"
0,1,0,0.252173913043478,"General Physician"
0,4,0,0.252173913043478,"General Physician"
0,3,0,0.252173913043478,"General Physician"
5,0,0,0.252173913043478,"General Physician"
2,2,5,0.252173913043478,"General Physician"
1,3,2,0.252173913043478,"General Physician"
1,2,1,0.252173913043478,"General Physician"
1,2,1,0.252173913043478,"General Physician"
4,3,1,0.252173913043478,"General Physician"
1,1,0,0.091304347826087,"Other Specialist"
3,0,1,0.091304347826087,"Other Specialist"
1,2,3,0.091304347826087,"Other Specialist"
1,1,1,0.091304347826087,"Other Specialist"
0,2,1,0.091304347826087,"Other Specialist"
3,2,0,0.091304347826087,"Other Specialist"
1,0,3,0.091304347826087,"Other Specialist"
